"","Time","Temperature","Humidity","DewPointTemp","Rainfall","Snowfall","Visibility","WindSpeed","SolarRadiation","Hour","Forecast","Seasons","Hour0","Hour1","Hour2","Hour3","Hour4","Hour5","Hour6","Hour7","Hour8","Hour9","Hour10","Hour11","Hour12","Hour13","Hour14","Hour15","Hour16","Hour17","Hour18","Hour19","Hour20","Hour21","Hour22","Hour23","TemperatureChange","HumidityChange","DewPointTempChange","WindSpeedChange","VisibilityChange","SolarRadiationChange","RainfallChange","SnowfallChange","Hour1Change","Hour2Change","Hour3Change","Hour4Change","Hour5Change","Hour6Change","Hour7Change","Hour8Change","Hour9Change","Hour10Change","Hour11Change","Hour12Change","Hour13Change","Hour14Change","Hour15Change","Hour16Change","Hour17Change","Hour18Change","Hour19Change","Hour20Change","Hour21Change","Hour22Change","Hour23Change","HumidityChangeXDewPointTempChange","HumidityChangeXWindSpeedChange","HumidityChangeXVisibilityChange","HumidityChangeXSolarRadiationChange","HumidityChangeXRainfallChange","HumidityChangeXSnowfallChange","DewPointTempChangeXWindSpeedChange","DewPointTempChangeXVisibilityChange","DewPointTempChangeXSolarRadiationChange","DewPointTempChangeXRainfallChange","DewPointTempChangeXSnowfallChange","WindSpeedChangeXVisibilityChange","WindSpeedChangeXSolarRadiationChange","WindSpeedChangeXRainfallChange","WindSpeedChangeXSnowfallChange","VisibilityChangeXSolarRadiationChange","VisibilityChangeXRainfallChange","VisibilityChangeXSnowfallChange","SolarRadiationChangeXRainfallChange","SolarRadiationChangeXSnowfallChange","RainfallChangeXSnowfallChange","HumidityChangeXHour1Change","HumidityChangeXHour2Change","HumidityChangeXHour3Change","HumidityChangeXHour4Change","HumidityChangeXHour5Change","HumidityChangeXHour6Change","HumidityChangeXHour7Change","HumidityChangeXHour8Change","HumidityChangeXHour9Change","HumidityChangeXHour10Change","HumidityChangeXHour11Change","HumidityChangeXHour12Change","HumidityChangeXHour13Change","HumidityChangeXHour14Change","HumidityChangeXHour15Change","HumidityChangeXHour16Change","HumidityChangeXHour17Change","HumidityChangeXHour18Change","HumidityChangeXHour19Change","HumidityChangeXHour20Change","HumidityChangeXHour21Change","HumidityChangeXHour22Change","HumidityChangeXHour23Change","DewPointTempChangeXHour1Change","DewPointTempChangeXHour2Change","DewPointTempChangeXHour3Change","DewPointTempChangeXHour4Change","DewPointTempChangeXHour5Change","DewPointTempChangeXHour6Change","DewPointTempChangeXHour7Change","DewPointTempChangeXHour8Change","DewPointTempChangeXHour9Change","DewPointTempChangeXHour10Change","DewPointTempChangeXHour11Change","DewPointTempChangeXHour12Change","DewPointTempChangeXHour13Change","DewPointTempChangeXHour14Change","DewPointTempChangeXHour15Change","DewPointTempChangeXHour16Change","DewPointTempChangeXHour17Change","DewPointTempChangeXHour18Change","DewPointTempChangeXHour19Change","DewPointTempChangeXHour20Change","DewPointTempChangeXHour21Change","DewPointTempChangeXHour22Change","DewPointTempChangeXHour23Change","WindSpeedChangeXHour1Change","WindSpeedChangeXHour2Change","WindSpeedChangeXHour3Change","WindSpeedChangeXHour4Change","WindSpeedChangeXHour5Change","WindSpeedChangeXHour6Change","WindSpeedChangeXHour7Change","WindSpeedChangeXHour8Change","WindSpeedChangeXHour9Change","WindSpeedChangeXHour10Change","WindSpeedChangeXHour11Change","WindSpeedChangeXHour12Change","WindSpeedChangeXHour13Change","WindSpeedChangeXHour14Change","WindSpeedChangeXHour15Change","WindSpeedChangeXHour16Change","WindSpeedChangeXHour17Change","WindSpeedChangeXHour18Change","WindSpeedChangeXHour19Change","WindSpeedChangeXHour20Change","WindSpeedChangeXHour21Change","WindSpeedChangeXHour22Change","WindSpeedChangeXHour23Change","VisibilityChangeXHour1Change","VisibilityChangeXHour2Change","VisibilityChangeXHour3Change","VisibilityChangeXHour4Change","VisibilityChangeXHour5Change","VisibilityChangeXHour6Change","VisibilityChangeXHour7Change","VisibilityChangeXHour8Change","VisibilityChangeXHour9Change","VisibilityChangeXHour10Change","VisibilityChangeXHour11Change","VisibilityChangeXHour12Change","VisibilityChangeXHour13Change","VisibilityChangeXHour14Change","VisibilityChangeXHour15Change","VisibilityChangeXHour16Change","VisibilityChangeXHour17Change","VisibilityChangeXHour18Change","VisibilityChangeXHour19Change","VisibilityChangeXHour20Change","VisibilityChangeXHour21Change","VisibilityChangeXHour22Change","VisibilityChangeXHour23Change","SolarRadiationChangeXHour1Change","SolarRadiationChangeXHour2Change","SolarRadiationChangeXHour3Change","SolarRadiationChangeXHour4Change","SolarRadiationChangeXHour5Change","SolarRadiationChangeXHour6Change","SolarRadiationChangeXHour7Change","SolarRadiationChangeXHour8Change","SolarRadiationChangeXHour9Change","SolarRadiationChangeXHour10Change","SolarRadiationChangeXHour11Change","SolarRadiationChangeXHour12Change","SolarRadiationChangeXHour13Change","SolarRadiationChangeXHour14Change","SolarRadiationChangeXHour15Change","SolarRadiationChangeXHour16Change","SolarRadiationChangeXHour17Change","SolarRadiationChangeXHour18Change","SolarRadiationChangeXHour19Change","SolarRadiationChangeXHour20Change","SolarRadiationChangeXHour21Change","SolarRadiationChangeXHour22Change","SolarRadiationChangeXHour23Change","RainfallChangeXHour1Change","RainfallChangeXHour2Change","RainfallChangeXHour3Change","RainfallChangeXHour4Change","RainfallChangeXHour5Change","RainfallChangeXHour6Change","RainfallChangeXHour7Change","RainfallChangeXHour8Change","RainfallChangeXHour9Change","RainfallChangeXHour10Change","RainfallChangeXHour11Change","RainfallChangeXHour12Change","RainfallChangeXHour13Change","RainfallChangeXHour14Change","RainfallChangeXHour15Change","RainfallChangeXHour16Change","RainfallChangeXHour17Change","RainfallChangeXHour18Change","RainfallChangeXHour19Change","RainfallChangeXHour20Change","RainfallChangeXHour21Change","RainfallChangeXHour22Change","RainfallChangeXHour23Change","SnowfallChangeXHour1Change","SnowfallChangeXHour2Change","SnowfallChangeXHour3Change","SnowfallChangeXHour4Change","SnowfallChangeXHour5Change","SnowfallChangeXHour6Change","SnowfallChangeXHour7Change","SnowfallChangeXHour8Change","SnowfallChangeXHour9Change","SnowfallChangeXHour10Change","SnowfallChangeXHour11Change","SnowfallChangeXHour12Change","SnowfallChangeXHour13Change","SnowfallChangeXHour14Change","SnowfallChangeXHour15Change","SnowfallChangeXHour16Change","SnowfallChangeXHour17Change","SnowfallChangeXHour18Change","SnowfallChangeXHour19Change","SnowfallChangeXHour20Change","SnowfallChangeXHour21Change","SnowfallChangeXHour22Change","SnowfallChangeXHour23Change","PredictedChange","PredictedTemperature"
"1",2023-12-02 00:00:00,-2.9,77,-6.4,0,0,241.4,1.8,0.55,0,FALSE,"Winter",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2023-12-02 01:00:00,-1.4,73,-5.6,0,0,241.4,1.58,1.12,1,FALSE,"Winter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2023-12-02 02:00:00,0.3,71,-4.3,0,0,241.4,1.42,1.46,2,FALSE,"Winter",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2023-12-02 03:00:00,1.7,69,-3.4,0,0,241.4,1.17,1.54,3,FALSE,"Winter",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2023-12-02 04:00:00,3.5,67,-2.1,0,0,241.4,1.17,1.69,4,FALSE,"Winter",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2023-12-02 05:00:00,4.8,67,-0.8,0,0,241.4,1.56,1.61,5,FALSE,"Winter",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,-10,5.6,-0.24,0,1.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,2.4,0,-10.6,0,0,-1.344,0,5.936,0,0,0,-0.2544,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54778249290733,0.647782492907334
"7",2023-12-02 06:00:00,6.2,58,-1.5,0,0,241.4,2.92,1.07,6,FALSE,"Winter",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,-15,4.1,1.34,0,-0.05,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61.5,-20.1,0,0.750000000000001,0,0,5.494,0,-0.205,0,0,0,-0.067,0,0,0,0,0,0,0,0,15,0,0,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60763982372771,1.20763982372771
"8",2023-12-02 07:00:00,6.2,55,-2.1,0,0,241.4,3.04,0.76,7,FALSE,"Winter",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,-16,2.2,1.62,0,-0.7,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.2,-25.92,0,11.2,0,0,3.564,0,-1.54,0,0,0,-1.134,0,0,0,0,0,0,0,0,0,16,0,0,0,0,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39717850554698,2.69717850554698
"9",2023-12-02 08:00:00,5.9,60,-1.3,0,0,241.4,2.6,0.39,8,FALSE,"Winter",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,-9,2.1,1.43,0,-1.15,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.9,-12.87,0,10.35,0,0,3.003,0,-2.415,0,0,0,-1.6445,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,-1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231766962841432,1.93176696284143
"10",2023-12-02 09:00:00,5.4,62,-1.3,0,0,241.4,2.3,0.01,9,FALSE,"Winter",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,-5,0.8,1.13,0,-1.68,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5.65,0,8.4,0,0,0.904,0,-1.344,0,0,0,-1.8984,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,-1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.35798365522078,1.14201634477922
